label,image_name,mean_R,std_R,mean_G,std_G,mean_B,std_B,mean_ExG
mediumresidential,mediumresidential_000072.png,0.42696556,0.3441127,0.35329106,0.31303912,0.28933176,0.29682747,-2.4773865
mediumresidential,mediumresidential_000073.png,0.3820437,0.20034784,0.40181035,0.19967923,0.37873882,0.1872863,10.923737
mediumresidential,mediumresidential_000074.png,0.40417254,0.18983665,0.4180546,0.18490607,0.37731168,0.16399768,13.929382
mediumresidential,mediumresidential_000075.png,0.4057014,0.21906082,0.4376265,0.224626,0.4160808,0.21490544,13.635056
mediumresidential,mediumresidential_000076.png,0.53514403,0.13622119,0.5437522,0.1324486,0.5266226,0.11808171,6.563141
mediumresidential,mediumresidential_000077.png,0.5586408,0.289529,0.54302126,0.2933596,0.47323316,0.29008648,13.813004
mediumresidential,mediumresidential_000078.png,0.72141933,0.32428837,0.7089134,0.31104088,0.6148658,0.3455791,20.793137
mediumresidential,mediumresidential_000079.png,0.4908183,0.27241534,0.4876202,0.26970848,0.45804504,0.25592437,6.726166
mediumresidential,mediumresidential_000080.png,0.5097392,0.11827991,0.5102883,0.118994616,0.5066122,0.10716859,1.0774231
mediumresidential,mediumresidential_000081.png,0.50305825,0.22307883,0.6444599,0.25195205,0.53373843,0.21580815,64.2914
mediumresidential,mediumresidential_000082.png,0.3837154,0.31104323,0.40215304,0.32233313,0.34147924,0.2789393,20.173416
mediumresidential,mediumresidential_000083.png,0.3472919,0.17996292,0.3614879,0.17762601,0.3425363,0.16346209,8.452637
mediumresidential,mediumresidential_000084.png,0.552604,0.2849109,0.5290956,0.28571954,0.43106708,0.25722447,19.00261
mediumresidential,mediumresidential_000085.png,0.38724354,0.19276637,0.40207955,0.16894054,0.37335673,0.17603062,11.107513
mediumresidential,mediumresidential_000086.png,0.35291234,0.21696109,0.40582478,0.24595894,0.3644746,0.19826649,24.036972
mediumresidential,mediumresidential_000087.png,0.18597896,0.2534644,0.23527431,0.26927608,0.21231091,0.24359083,18.42598
mediumresidential,mediumresidential_000088.png,0.33169526,0.21897171,0.33319786,0.21179946,0.30469918,0.18255076,7.6503296
mediumresidential,mediumresidential_000089.png,0.46343875,0.19288923,0.45614234,0.18306218,0.42067483,0.17572637,7.1836395
mediumresidential,mediumresidential_000090.png,0.5359036,0.14220251,0.5402017,0.13994604,0.5300245,0.12662855,3.691208
mediumresidential,mediumresidential_000091.png,0.38831955,0.15362725,0.42498156,0.14331545,0.39903194,0.13698427,15.965973
mediumresidential,mediumresidential_000092.png,0.39579007,0.2666547,0.37924626,0.2521382,0.42749017,0.29044324,-16.520874
mediumresidential,mediumresidential_000093.png,0.39898682,0.24739899,0.4140511,0.25325742,0.39825535,0.2396396,7.869293
mediumresidential,mediumresidential_000094.png,0.4470508,0.16427092,0.47719243,0.16850242,0.43222508,0.15077998,19.152786
mediumresidential,mediumresidential_000095.png,0.6325949,0.21649851,0.53323966,0.21029665,0.4243139,0.21385938,2.440506
mediumresidential,mediumresidential_000096.png,0.37381226,0.3004858,0.46227214,0.34203953,0.40357336,0.3007597,37.52545
mediumresidential,mediumresidential_000097.png,0.5180129,0.28862178,0.5301866,0.2872497,0.5045631,0.2651732,9.63829
mediumresidential,mediumresidential_000098.png,0.5042997,0.20635939,0.48510137,0.19406658,0.47858372,0.1946745,-3.2335663
mediumresidential,mediumresidential_000099.png,0.35339954,0.14824702,0.4030868,0.12939471,0.34602824,0.1146743,27.2202
mediumresidential,mediumresidential_000100.png,0.36572593,0.24930194,0.35129246,0.24791971,0.33722928,0.23781572,-0.094436646
mediumresidential,mediumresidential_000101.png,0.36115652,0.19054799,0.40146944,0.19551696,0.3943609,0.15215385,12.0924835
mediumresidential,mediumresidential_000102.png,0.5176819,0.18303382,0.5109641,0.17658754,0.48146194,0.16160156,5.8099976
mediumresidential,mediumresidential_000103.png,0.45659396,0.2955617,0.3997406,0.26354995,0.41050452,0.25556478,-17.242401
mediumresidential,mediumresidential_000104.png,0.43746558,0.2288899,0.45543787,0.21920405,0.39992866,0.19620185,18.737778
mediumresidential,mediumresidential_000105.png,0.4967932,0.23756762,0.52646863,0.21863097,0.48815116,0.20473559,17.33818
mediumresidential,mediumresidential_000106.png,0.5577152,0.17299458,0.49922732,0.17419687,0.43674663,0.1888419,1.018158
mediumresidential,mediumresidential_000107.png,0.40043598,0.25444242,0.4369587,0.2603731,0.41215426,0.2503814,15.638428
mediumresidential,mediumresidential_000108.png,0.43711835,0.30795947,0.49501637,0.29535067,0.36874455,0.26435825,46.963303
mediumresidential,mediumresidential_000109.png,0.5372495,0.36403593,0.5526212,0.36023515,0.4712942,0.33034444,24.658142
mediumresidential,mediumresidential_000110.png,0.45315078,0.13044402,0.47249174,0.11706383,0.44088387,0.1068915,12.991959
mediumresidential,mediumresidential_000111.png,0.31059217,0.26829508,0.2847694,0.2545695,0.26229602,0.24448991,-0.85409546
mediumresidential,mediumresidential_000112.png,0.3404176,0.14874709,0.3552131,0.14087717,0.31188026,0.117658526,14.822739
mediumresidential,mediumresidential_000113.png,0.6029351,0.21277784,0.52525055,0.21347946,0.44895774,0.22079019,-0.35488892
mediumresidential,mediumresidential_000114.png,0.39895102,0.24425548,0.372684,0.24006222,0.32284984,0.21921647,6.0096283
mediumresidential,mediumresidential_000115.png,0.68236184,0.25955936,0.5315072,0.2597087,0.42931944,0.2672386,-12.410065
mediumresidential,mediumresidential_000116.png,0.67093,0.28909993,0.6724382,0.27826452,0.6385623,0.26771152,9.022934
mediumresidential,mediumresidential_000117.png,0.5227187,0.25130242,0.48919398,0.25254112,0.4253255,0.23486139,7.7376404
mediumresidential,mediumresidential_000118.png,0.3030225,0.2910494,0.32600522,0.29047146,0.29853624,0.26311266,12.865189
mediumresidential,mediumresidential_000119.png,0.5490135,0.42982605,0.5501587,0.42197865,0.48106787,0.4318379,17.910187
mediumresidential,mediumresidential_000120.png,0.32648245,0.10818895,0.36091608,0.11441736,0.34235623,0.098632306,13.513336
mediumresidential,mediumresidential_000121.png,0.43750855,0.1900493,0.4587838,0.1855499,0.43295774,0.17482218,12.010834
mediumresidential,mediumresidential_000122.png,0.5233847,0.23609762,0.5426052,0.22743234,0.5218697,0.20803693,10.188797
mediumresidential,mediumresidential_000123.png,0.2946452,0.15439403,0.2987918,0.15126225,0.41628376,0.18078712,-28.90306
mediumresidential,mediumresidential_000124.png,0.6027816,0.20844255,0.5292977,0.20905639,0.4556838,0.2175608,0.03315735
mediumresidential,mediumresidential_000125.png,0.549116,0.22062081,0.50750524,0.21681005,0.4688197,0.21962386,-0.74594116
mediumresidential,mediumresidential_000126.png,0.34001616,0.22037897,0.34391144,0.21836938,0.3227051,0.20315515,6.4009247
mediumresidential,mediumresidential_000127.png,0.40212798,0.30608818,0.4501573,0.3261865,0.3491414,0.27171597,38.006546
mediumresidential,mediumresidential_000128.png,0.47990417,0.36568427,0.49674103,0.37081492,0.38930053,0.33687377,31.69072
mediumresidential,mediumresidential_000129.png,0.5463247,0.370571,0.47370306,0.35401818,0.38740936,0.34380895,3.4863892
mediumresidential,mediumresidential_000130.png,0.4856973,0.21866973,0.50507003,0.2053934,0.46838182,0.18119504,14.2955475
mediumresidential,mediumresidential_000131.png,0.6324477,0.1615375,0.6792533,0.1985365,0.5714972,0.21526879,39.413208
mediumresidential,mediumresidential_000132.png,0.51992494,0.4292246,0.5157122,0.41320127,0.4328316,0.40859872,20.060303
mediumresidential,mediumresidential_000133.png,0.4744759,0.31371778,0.4872221,0.31136686,0.43991682,0.2805415,15.313141
mediumresidential,mediumresidential_000134.png,0.45186993,0.15906394,0.47758958,0.15690616,0.44083312,0.15015586,15.9313965
mediumresidential,mediumresidential_000135.png,0.49587503,0.1711344,0.5097181,0.159237,0.48015136,0.14309242,11.069504
mediumresidential,mediumresidential_000136.png,0.58185065,0.19418533,0.5193765,0.1969422,0.4374741,0.21120325,4.9542084
mediumresidential,mediumresidential_000137.png,0.52308816,0.2229082,0.51906437,0.22014754,0.48364043,0.20428726,8.00705
mediumresidential,mediumresidential_000138.png,0.37896615,0.32272086,0.37621555,0.28579098,0.3355875,0.27688056,9.658752
mediumresidential,mediumresidential_000139.png,0.530802,0.14022903,0.5260323,0.13897376,0.49717855,0.13505816,6.141449
mediumresidential,mediumresidential_000140.png,0.56914824,0.21794131,0.5879037,0.20200863,0.56022257,0.17823207,11.841324
mediumresidential,mediumresidential_000141.png,0.47278532,0.18360463,0.5084274,0.18369886,0.486879,0.16853091,14.583572
mediumresidential,mediumresidential_000142.png,0.68347925,0.22709781,0.5109573,0.20204003,0.50091636,0.23490086,-41.432663
mediumresidential,mediumresidential_000143.png,0.3553006,0.28207782,0.38051105,0.2764463,0.3365469,0.25271574,17.639526
mediumresidential,mediumresidential_000144.png,0.39640412,0.17270394,0.48714826,0.20793164,0.40375066,0.16979149,44.406143
mediumresidential,mediumresidential_000145.png,0.3276628,0.2602538,0.33825696,0.22636057,0.3332668,0.22347856,3.973999
mediumresidential,mediumresidential_000146.png,0.4638248,0.19390617,0.43531734,0.19710936,0.39570385,0.20313242,2.8320312
mediumresidential,mediumresidential_000147.png,0.57856715,0.18623519,0.5939296,0.16465701,0.5700153,0.15646395,10.015564
mediumresidential,mediumresidential_000148.png,0.5206886,0.2033656,0.56097937,0.16468723,0.51570916,0.17187452,21.81807
mediumresidential,mediumresidential_000149.png,0.34057814,0.1632202,0.37628672,0.16331398,0.35982755,0.15127856,13.302765
mediumresidential,mediumresidential_000150.png,0.42480487,0.20769711,0.47275898,0.24501477,0.4427457,0.25201553,19.881699
mediumresidential,mediumresidential_000151.png,0.4612435,0.3304213,0.42974925,0.31780946,0.4150827,0.32587984,-4.2910614
mediumresidential,mediumresidential_000152.png,0.2075857,0.20378423,0.25442085,0.21129039,0.21895573,0.19613989,20.986572
mediumresidential,mediumresidential_000153.png,0.23569252,0.23376259,0.2747458,0.24060683,0.25471485,0.22212344,15.066483
mediumresidential,mediumresidential_000154.png,0.5783305,0.17751506,0.5701869,0.17034435,0.53716344,0.15611812,6.3443604
mediumresidential,mediumresidential_000155.png,0.38851756,0.30361387,0.3979995,0.3080007,0.38027528,0.29120064,6.937561
mediumresidential,mediumresidential_000156.png,0.58433276,0.3393082,0.5199664,0.33251044,0.46163478,0.3414657,-1.5388641
mediumresidential,mediumresidential_000157.png,0.23736393,0.27956927,0.3012167,0.297535,0.27655664,0.26770774,22.57077
mediumresidential,mediumresidential_000158.png,0.42492342,0.3245035,0.39184138,0.31232885,0.35684946,0.30547577,0.48703003
mediumresidential,mediumresidential_000159.png,0.4618416,0.22579676,0.4954318,0.2147741,0.4544612,0.20943841,19.013016
mediumresidential,mediumresidential_000160.png,0.51848495,0.31099376,0.5495684,0.30549535,0.49287847,0.28799465,22.382202
mediumresidential,mediumresidential_000161.png,0.5738957,0.35279322,0.56631655,0.3448785,0.5144811,0.31412333,11.285355
mediumresidential,mediumresidential_000162.png,0.24271265,0.261312,0.2722606,0.26515728,0.2707845,0.25445983,7.911133
mediumresidential,mediumresidential_000163.png,0.54419374,0.26296598,0.5415007,0.24836883,0.44326478,0.2490281,24.363419
mediumresidential,mediumresidential_000164.png,0.32971442,0.2858038,0.3241515,0.2439942,0.3507722,0.24512838,-8.206833
mediumresidential,mediumresidential_000165.png,0.3273648,0.26135015,0.34425068,0.24442394,0.31443965,0.2424611,11.9077
mediumresidential,mediumresidential_000166.png,0.47992015,0.27745715,0.49519575,0.269747,0.46657345,0.24712227,11.19397
mediumresidential,mediumresidential_000167.png,0.29624298,0.26323533,0.2775382,0.2503708,0.26158586,0.24090403,-0.7018585
mediumresidential,mediumresidential_000168.png,0.3944007,0.25829962,0.3894551,0.2512682,0.37374556,0.24489926,2.744812
mediumresidential,mediumresidential_000169.png,0.3488665,0.30262107,0.34515482,0.29023647,0.2633025,0.2640142,19.925873
mediumresidential,mediumresidential_000170.png,0.48340437,0.2740916,0.43975562,0.24612257,0.4001116,0.22390339,-1.0212097
mediumresidential,mediumresidential_000171.png,0.5206438,0.31422022,0.44039157,0.2911909,0.36572763,0.28791943,-1.425003
mediumresidential,mediumresidential_000172.png,0.25987506,0.260013,0.25493696,0.25142467,0.24553959,0.24364889,1.1371155
mediumresidential,mediumresidential_000173.png,0.36329153,0.22610071,0.38378692,0.23791538,0.2868483,0.15506504,29.945663
mediumresidential,mediumresidential_000174.png,0.33401904,0.3795712,0.2997794,0.3392832,0.2357124,0.30452356,7.6059723
mediumresidential,mediumresidential_000175.png,0.57409483,0.27495173,0.5059035,0.2843387,0.4238986,0.29855508,3.5224457
mediumresidential,mediumresidential_000176.png,0.34504884,0.19094788,0.4053845,0.18895236,0.3954618,0.18767947,17.915878
mediumresidential,mediumresidential_000177.png,0.4558102,0.2111084,0.4455776,0.20253175,0.43053308,0.2023158,1.2270355
mediumresidential,mediumresidential_000178.png,0.35809273,0.16634662,0.3709399,0.1435082,0.36021608,0.13968498,6.010605
mediumresidential,mediumresidential_000179.png,0.421192,0.20222996,0.405372,0.18048918,0.38517952,0.17913401,1.114975
mediumresidential,mediumresidential_000180.png,0.45093575,0.1323816,0.4403135,0.12477983,0.45361826,0.106505856,-6.1013947
mediumresidential,mediumresidential_000181.png,0.5852899,0.19493975,0.54731834,0.20887484,0.47487977,0.2232655,8.789093
mediumresidential,mediumresidential_000182.png,0.3322758,0.2696215,0.3123179,0.24965803,0.2804949,0.22579235,3.0256042
mediumresidential,mediumresidential_000183.png,0.45411688,0.25791684,0.48042256,0.2429702,0.42763132,0.22367474,20.169708
mediumresidential,mediumresidential_000184.png,0.3721043,0.28894377,0.34450653,0.26649287,0.3093683,0.24259835,1.922821
mediumresidential,mediumresidential_000185.png,0.3417128,0.20897251,0.3517504,0.20149393,0.31699684,0.1736128,11.421738
mediumresidential,mediumresidential_000186.png,0.40669566,0.24952699,0.39084396,0.23818235,0.41027915,0.22862527,-8.998169
mediumresidential,mediumresidential_000187.png,0.48192173,0.38591808,0.46969023,0.37311232,0.3594263,0.32653546,24.998276
mediumresidential,mediumresidential_000188.png,0.34287995,0.28025365,0.33065388,0.26941854,0.3304669,0.2661112,-3.0699615
mediumresidential,mediumresidential_000189.png,0.47783342,0.26931652,0.50114655,0.2565743,0.4325638,0.23134102,23.433456
mediumresidential,mediumresidential_000190.png,0.37311113,0.2058478,0.3823074,0.2009112,0.3678913,0.18971726,6.0211487
mediumresidential,mediumresidential_000191.png,0.33155414,0.15190487,0.34779286,0.1551469,0.32603022,0.14137506,9.690338
mediumresidential,mediumresidential_000192.png,0.36018485,0.15290487,0.44499433,0.10891604,0.3833143,0.12163688,37.354828
mediumresidential,mediumresidential_000193.png,0.3106724,0.27536744,0.26256326,0.23071954,0.2569954,0.23226842,-10.848038
mediumresidential,mediumresidential_000194.png,0.5135523,0.31020352,0.47009426,0.30123454,0.41640303,0.29363623,2.6094666
mediumresidential,mediumresidential_000195.png,0.5064205,0.16012707,0.51929426,0.14865994,0.48112172,0.13404179,13.01683
mediumresidential,mediumresidential_000196.png,0.557272,0.40447655,0.5462431,0.39095682,0.46613052,0.38783666,17.616302
mediumresidential,mediumresidential_000197.png,0.39596492,0.25374407,0.4218972,0.24432595,0.38806248,0.21961766,15.240585
mediumresidential,mediumresidential_000198.png,0.4949187,0.29884452,0.5107013,0.28097826,0.44100472,0.28458577,21.797195
mediumresidential,mediumresidential_000199.png,0.42197302,0.3244562,0.40960148,0.31491226,0.3108922,0.2911498,22.016129
mediumresidential,mediumresidential_000200.png,0.41959983,0.20895515,0.46373603,0.19374192,0.42877132,0.18489717,20.17073
mediumresidential,mediumresidential_000201.png,0.285651,0.22494452,0.31390837,0.2308483,0.271181,0.20083454,18.101105
mediumresidential,mediumresidential_000202.png,0.29237074,0.19598193,0.33091402,0.22095628,0.40086037,0.2635161,-8.007782
mediumresidential,mediumresidential_000203.png,0.25354913,0.20117618,0.28080386,0.21061033,0.26844117,0.1982588,10.102432
mediumresidential,mediumresidential_000204.png,0.50564414,0.2151417,0.49461222,0.20781036,0.46445575,0.19278519,4.8767548
mediumresidential,mediumresidential_000205.png,0.5028728,0.19042628,0.55523056,0.14891072,0.49331594,0.15698902,29.139435
mediumresidential,mediumresidential_000206.png,0.37256345,0.22228177,0.36312783,0.20364134,0.3416751,0.1939164,3.0643616
mediumresidential,mediumresidential_000207.png,0.62557375,0.22921857,0.56422365,0.22960395,0.50197667,0.23230386,0.22871399
mediumresidential,mediumresidential_000208.png,0.3258782,0.20106092,0.34202707,0.2004204,0.3146614,0.18529017,11.096207
mediumresidential,mediumresidential_000209.png,0.6599673,0.24968183,0.6100056,0.2731846,0.51573914,0.28358498,11.2977295
mediumresidential,mediumresidential_000210.png,0.46123812,0.28734776,0.45220205,0.26792094,0.40649247,0.25288668,9.351746
mediumresidential,mediumresidential_000211.png,0.6315849,0.1540418,0.56098783,0.15136442,0.49312133,0.16180182,-0.69628906
mediumresidential,mediumresidential_000212.png,0.29656556,0.29173645,0.34566063,0.3010344,0.28346628,0.2552891,28.3788
mediumresidential,mediumresidential_000213.png,0.3914421,0.18976586,0.3778436,0.17489727,0.35231066,0.16140337,3.043274
mediumresidential,mediumresidential_000214.png,0.45048857,0.27520013,0.5181102,0.23357715,0.43821657,0.24153306,37.616394
mediumresidential,mediumresidential_000215.png,0.432343,0.33592317,0.4140758,0.33542973,0.36445314,0.32444826,7.995636
mediumresidential,mediumresidential_000216.png,0.31853613,0.20359164,0.302522,0.18038987,0.28612325,0.18159007,0.098083496
mediumresidential,mediumresidential_000217.png,0.42977282,0.31815794,0.46325228,0.310467,0.40477607,0.2843991,23.4487
mediumresidential,mediumresidential_000218.png,0.44488388,0.30372113,0.3634336,0.22695318,0.3627439,0.2339577,-20.593948
mediumresidential,mediumresidential_000219.png,0.31245607,0.18645786,0.32094327,0.1869338,0.3007762,0.17409429,7.3068237
mediumresidential,mediumresidential_000220.png,0.4189486,0.25777897,0.40326303,0.24373764,0.3807576,0.22685003,1.7390747
mediumresidential,mediumresidential_000221.png,0.56880206,0.1833761,0.5540016,0.18675394,0.5430363,0.17630677,-0.97795105
mediumresidential,mediumresidential_000222.png,0.5048266,0.15116741,0.5046716,0.15075475,0.50387347,0.13434333,0.1639862
mediumresidential,mediumresidential_000223.png,0.30817974,0.19054121,0.3608215,0.20114498,0.33192846,0.17638572,20.791367
mediumresidential,mediumresidential_000224.png,0.55377007,0.33803377,0.448318,0.29256442,0.43508342,0.3043255,-23.515457
mediumresidential,mediumresidential_000225.png,0.29178956,0.24909131,0.3715628,0.23162091,0.36617893,0.23462246,21.715073
mediumresidential,mediumresidential_000226.png,0.5665289,0.3722205,0.52298856,0.364015,0.47402978,0.36431286,1.3816833
mediumresidential,mediumresidential_000227.png,0.40720257,0.27507353,0.3559517,0.25113064,0.3089687,0.2377007,-1.0883026
mediumresidential,mediumresidential_000228.png,0.39704788,0.19087577,0.38863477,0.17486045,0.36954835,0.16965652,2.721695
mediumresidential,mediumresidential_000229.png,0.39715144,0.16057174,0.38867247,0.15821172,0.40564856,0.13633694,-6.491043
mediumresidential,mediumresidential_000230.png,0.3754051,0.20074399,0.41521737,0.19557394,0.3930058,0.17567651,15.816086
mediumresidential,mediumresidential_000231.png,0.46656403,0.257932,0.46128613,0.24157605,0.42052415,0.22849531,9.048431
mediumresidential,mediumresidential_000232.png,0.3359764,0.27506465,0.34661236,0.27544618,0.3095085,0.24901883,12.17366
mediumresidential,mediumresidential_000233.png,0.274563,0.18122587,0.30360776,0.1878544,0.2782978,0.16916113,13.860458
mediumresidential,mediumresidential_000234.png,0.33894235,0.18087494,0.34763867,0.17875944,0.30890283,0.1523535,12.0952
mediumresidential,mediumresidential_000235.png,0.42084914,0.30681685,0.39715743,0.2974513,0.369188,0.29175147,1.0908203
mediumresidential,mediumresidential_000236.png,0.32135645,0.31777772,0.34582472,0.31461114,0.29475865,0.277342,19.261261
mediumresidential,mediumresidential_000237.png,0.4293353,0.31335825,0.3739567,0.29117033,0.31778228,0.27242333,0.2029419
mediumresidential,mediumresidential_000238.png,0.45480078,0.2358356,0.47916308,0.22794184,0.44252306,0.2130284,15.555588
mediumresidential,mediumresidential_000239.png,0.37101668,0.2730887,0.3692165,0.27095348,0.365971,0.2625682,0.3685608
mediumresidential,mediumresidential_000240.png,0.57651895,0.1479975,0.5686011,0.14270669,0.5343621,0.13932927,6.7118835
mediumresidential,mediumresidential_000241.png,0.2880483,0.24448413,0.27454552,0.22886047,0.33264256,0.2678528,-18.25795
mediumresidential,mediumresidential_000242.png,0.3932202,0.22861218,0.43509707,0.21300487,0.42881447,0.19411251,12.28067
mediumresidential,mediumresidential_000243.png,0.340177,0.21864475,0.3356236,0.21578431,0.31744587,0.2055937,3.4741974
mediumresidential,mediumresidential_000244.png,0.24459982,0.22705151,0.31071004,0.23728928,0.28704762,0.20854375,22.892029
mediumresidential,mediumresidential_000245.png,0.5972124,0.23520477,0.5345693,0.23481101,0.46585688,0.24231236,1.5476837
mediumresidential,mediumresidential_000246.png,0.32248548,0.22203378,0.3539127,0.22487587,0.31576633,0.19949105,17.741272
mediumresidential,mediumresidential_000247.png,0.39666712,0.259709,0.36103192,0.22908047,0.42957523,0.23345822,-26.565521
mediumresidential,mediumresidential_000248.png,0.42878178,0.22577998,0.4457486,0.21791223,0.42246765,0.19736819,10.263184
mediumresidential,mediumresidential_000249.png,0.23528065,0.20307589,0.26620167,0.20406486,0.26648667,0.19505604,7.8121796
mediumresidential,mediumresidential_000250.png,0.2388171,0.16393265,0.28979743,0.17866348,0.25458768,0.15929686,21.97847
mediumresidential,mediumresidential_000251.png,0.4572946,0.2461344,0.4629148,0.24143468,0.4492947,0.2258553,4.9062805
mediumresidential,mediumresidential_000252.png,0.48820347,0.21404332,0.46619987,0.19768505,0.4355524,0.18066005,2.204193
mediumresidential,mediumresidential_000253.png,0.3484832,0.145554,0.37222522,0.15858154,0.35966206,0.14716016,9.257828
mediumresidential,mediumresidential_000254.png,0.34970853,0.14286864,0.37864655,0.14130656,0.36607534,0.13024333,10.584854
mediumresidential,mediumresidential_000255.png,0.6356155,0.2767701,0.57977843,0.27290875,0.5272218,0.27263623,-0.8365021
mediumresidential,mediumresidential_000256.png,0.4653358,0.22935438,0.4368393,0.22360823,0.40875143,0.22222419,-0.10418701
mediumresidential,mediumresidential_000257.png,0.34663564,0.23051125,0.3576014,0.23101258,0.33026463,0.20899227,9.767136
mediumresidential,mediumresidential_000258.png,0.47310278,0.2147069,0.45142147,0.19931175,0.42697546,0.19010785,0.70500183
mediumresidential,mediumresidential_000259.png,0.2918424,0.19463097,0.283814,0.18860464,0.2884145,0.18141899,-3.2203674
mediumresidential,mediumresidential_000260.png,0.4653051,0.123029575,0.4648516,0.1234162,0.46625766,0.11636062,-0.4741974
mediumresidential,mediumresidential_000261.png,0.67102945,0.27054137,0.6380239,0.2624296,0.53919816,0.27128774,16.78415
mediumresidential,mediumresidential_000262.png,0.3265464,0.2753421,0.36990654,0.2772405,0.3443578,0.2672822,17.571777
mediumresidential,mediumresidential_000263.png,0.445366,0.2958583,0.39878014,0.28426725,0.34341347,0.27159926,2.2391052
mediumresidential,mediumresidential_000264.png,0.33732197,0.29554877,0.37363103,0.29522383,0.3308145,0.2755098,20.177017
mediumresidential,mediumresidential_000265.png,0.372506,0.23070683,0.3466487,0.2189868,0.31035617,0.21129392,2.6609802
mediumresidential,mediumresidential_000266.png,0.6683831,0.3058902,0.5787122,0.30159685,0.49352005,0.31710678,-1.1420593
mediumresidential,mediumresidential_000267.png,0.39535937,0.22604905,0.4038664,0.22364204,0.38303724,0.20659177,7.480728
mediumresidential,mediumresidential_000268.png,0.2775421,0.26087844,0.24309249,0.19252837,0.3254726,0.25721592,-29.79158
mediumresidential,mediumresidential_000269.png,0.2799071,0.3058018,0.29310328,0.3065803,0.24856125,0.2674981,14.723236
mediumresidential,mediumresidential_000270.png,0.5205699,0.19930981,0.5090344,0.19138797,0.48179364,0.18249126,4.004837
mediumresidential,mediumresidential_000271.png,0.44595546,0.20147187,0.48951727,0.22170044,0.47364497,0.20994893,15.155701
mediumresidential,mediumresidential_000272.png,0.26995945,0.21790858,0.26723614,0.19785392,0.24742725,0.1946624,4.356827
mediumresidential,mediumresidential_000273.png,0.42180014,0.21410887,0.38363278,0.18180084,0.37832916,0.16891491,-8.380264
mediumresidential,mediumresidential_000274.png,0.45370162,0.21596809,0.494544,0.19901727,0.46671885,0.19423176,17.510223
mediumresidential,mediumresidential_000275.png,0.5267283,0.18959586,0.5109326,0.19455832,0.49544713,0.18446857,-0.079071045
mediumresidential,mediumresidential_000276.png,0.40070274,0.20670296,0.49983665,0.2517157,0.528315,0.2504817,18.017166
mediumresidential,mediumresidential_000277.png,0.48591912,0.1338316,0.50340563,0.13011129,0.47236076,0.114308074,12.375504
mediumresidential,mediumresidential_000278.png,0.43410316,0.21925782,0.48698834,0.17615499,0.42225295,0.19206469,29.99324
mediumresidential,mediumresidential_000279.png,0.46036515,0.08117404,0.46828178,0.08033154,0.4583726,0.07465948,4.545578
mediumresidential,mediumresidential_000280.png,0.5318609,0.3725299,0.54470724,0.3622418,0.47150043,0.36477992,21.943558
mediumresidential,mediumresidential_000281.png,0.48591998,0.19534695,0.48425084,0.18977293,0.46082956,0.18354182,5.5467987
mediumresidential,mediumresidential_000282.png,0.5241844,0.3762618,0.35930303,0.28723538,0.33771327,0.2891776,-36.539368
mediumresidential,mediumresidential_000283.png,0.47983423,0.22673775,0.45630044,0.2073432,0.422253,0.1876824,2.6809845
mediumresidential,mediumresidential_000284.png,0.5391931,0.26569992,0.51072747,0.24128112,0.4576768,0.22553962,6.2691956
mediumresidential,mediumresidential_000285.png,0.3728713,0.21287559,0.38846555,0.20984529,0.36225778,0.19216223,10.659515
mediumresidential,mediumresidential_000286.png,0.5523833,0.18883048,0.48248735,0.18710975,0.4204819,0.19905151,-2.012085
mediumresidential,mediumresidential_000287.png,0.20065673,0.18135685,0.21308774,0.16761298,0.2037335,0.16055495,5.555237
mediumresidential,mediumresidential_000288.png,0.3198029,0.21979158,0.36445463,0.2143874,0.33182624,0.20276396,19.70642
mediumresidential,mediumresidential_000289.png,0.3582626,0.2067194,0.40577614,0.20905071,0.38955605,0.18948494,16.252075
mediumresidential,mediumresidential_000290.png,0.4408269,0.16337958,0.4342154,0.15648115,0.40703088,0.14730428,5.2461243
mediumresidential,mediumresidential_000291.png,0.47011927,0.24648872,0.46260747,0.23061016,0.42322263,0.22175898,8.1276245
mediumresidential,mediumresidential_000292.png,0.26491335,0.27065265,0.3158789,0.27296618,0.280849,0.24201196,21.928833
mediumresidential,mediumresidential_000293.png,0.36975366,0.26374257,0.39946738,0.27986622,0.397152,0.28768802,8.167419
mediumresidential,mediumresidential_000294.png,0.58763725,0.22447921,0.49001303,0.20979008,0.40109852,0.20638801,-2.2209778
mediumresidential,mediumresidential_000295.png,0.57476467,0.18356076,0.5009792,0.18531908,0.421302,0.19646084,1.5023956
mediumresidential,mediumresidential_000296.png,0.42212152,0.16956626,0.43525162,0.17253481,0.40968132,0.1572851,9.868607
mediumresidential,mediumresidential_000297.png,0.5800436,0.30973038,0.49298778,0.2960468,0.3487166,0.26640257,14.58992
mediumresidential,mediumresidential_000298.png,0.3406827,0.26962805,0.3636759,0.26738417,0.34257805,0.24628133,11.24321
mediumresidential,mediumresidential_000299.png,0.5997356,0.21550746,0.563258,0.22762384,0.51141083,0.24378778,3.91922
mediumresidential,mediumresidential_000300.png,0.40797442,0.3049691,0.38410878,0.28718174,0.41732574,0.2931815,-14.556061
mediumresidential,mediumresidential_000301.png,0.4173913,0.21155098,0.45623577,0.20433404,0.40024772,0.17747356,24.182281
mediumresidential,mediumresidential_000302.png,0.39001867,0.21256983,0.42948747,0.22301619,0.39864054,0.20127852,17.930511
